Tanggal,Mata Uang,Event,Aktual
2023/03/23,USD,FOMC Economic Projections,
2023/03/23,USD,Fed Interest Rate Decision,5.00%
2023/03/23,USD,FOMC Press Conference,
2023/03/23,GBP,BoE Interest Rate Decision  (Mar),4.25%
2023/03/23,USD,Initial Jobless Claims,191K
2023/03/23,USD,New Home Sales  (Feb),640K
2023/03/24,USD,Durable Goods Orders (MoM)  (Feb),-1.0%
2023/03/24,USD,S&P Global Manufacturing PMI  (Mar),49.3
2023/03/24,USD,S&P Global Services PMI  (Mar),53.8
2023/03/29,USD,Crude Oil Inventories,-7.489M
2023/03/30,USD,GDP (QoQ)  (Q4),2.6%
2023/03/30,USD,Initial Jobless Claims,198K
2023/03/31,CNY,Manufacturing PMI  (Mar),51.9
2023/03/31,GBP,GDP (QoQ)  (Q4),0.1%
2023/03/31,GBP,GDP (YoY)  (Q4),0.6%
2023/03/31,EUR,CPI (YoY)  (Mar),6.9%
2023/03/31,USD,Core PCE Price Index (YoY)  (Feb),4.6%
2023/03/31,USD,Core PCE Price Index (MoM)  (Feb),0.3%
2023/03/31,USD,Chicago PMI  (Mar),43.8
2023/04/03,USD,S&P Global Manufacturing PMI  (Mar),49.2
2023/04/03,USD,ISM Manufacturing PMI  (Mar),46.3
2023/04/03,USD,ISM Manufacturing Prices  (Mar),49.2
2023/04/04,USD,JOLTS Job Openings  (Feb),9.931M
2023/04/05,USD,ADP Nonfarm Employment Change  (Mar),145K
2023/04/05,USD,S&P Global Services PMI  (Mar),52.6
2023/04/05,USD,ISM Non-Manufacturing PMI  (Mar),51.2
2023/04/05,USD,ISM Non-Manufacturing Prices  (Mar),59.5
2023/04/05,USD,Crude Oil Inventories,-3.739M
2023/04/06,USD,Initial Jobless Claims,228K
2023/04/07,USD,Average Hourly Earnings (MoM)  (Mar),0.3%
2023/04/07,USD,Nonfarm Payrolls  (Mar),236K
2023/04/07,USD,Unemployment Rate  (Mar),3.5%
2023/04/12,USD,Core CPI (MoM)  (Mar),0.4%
2023/04/12,USD,CPI (MoM)  (Mar),0.1%
2023/04/12,USD,CPI (YoY)  (Mar),5.0%
2023/04/12,USD,Crude Oil Inventories,0.597M
2023/04/13,USD,FOMC Meeting Minutes,
2023/04/13,GBP,GDP (MoM)  (Feb),0.0%
2023/04/13,USD,Initial Jobless Claims,239K
2023/04/13,USD,PPI (MoM)  (Mar),-0.5%
2023/04/14,USD,Core Retail Sales (MoM)  (Mar),-0.8%
2023/04/14,USD,Retail Sales (MoM)  (Mar),-1.0%
2023/04/18,CNY,GDP (YoY)  (Q1),4.5%
2023/04/19,GBP,CPI (YoY)  (Mar),10.1%
2023/04/19,EUR,CPI (YoY)  (Mar),6.9%
2023/04/19,USD,Crude Oil Inventories,-4.581M
2023/04/20,USD,Initial Jobless Claims,245K
2023/04/20,USD,Philadelphia Fed Manufacturing Index  (Apr),-31.3
2023/04/20,USD,Existing Home Sales  (Mar),4.44M
2023/04/21,USD,S&P Global Manufacturing PMI  (Apr),50.4
2023/04/21,USD,S&P Global Services PMI  (Apr),53.7
2023/04/25,USD,New Home Sales  (Mar),683K
2023/04/26,USD,Durable Goods Orders (MoM)  (Mar),3.2%
2023/04/26,USD,Crude Oil Inventories,-5.054M
2023/04/27,USD,GDP (QoQ)  (Q1),1.1%
2023/04/27,USD,Initial Jobless Claims,230K
2023/04/28,JPY,BoJ Interest Rate Decision,-0.10%
2023/04/28,USD,Core PCE Price Index (YoY)  (Mar),4.6%
2023/04/28,USD,Core PCE Price Index (MoM)  (Mar),0.3%
2023/04/28,USD,Chicago PMI  (Apr),48.6
2023/04/30,CNY,Manufacturing PMI  (Apr),49.2
2023/05/01,USD,S&P Global Manufacturing PMI  (Apr),50.2
2023/05/01,USD,ISM Manufacturing PMI  (Apr),47.1
2023/05/01,USD,ISM Manufacturing Prices  (Apr),53.2
2023/05/02,EUR,CPI (YoY)  (Apr),7.0%
2023/05/02,USD,JOLTS Job Openings  (Mar),9.590M
2023/05/03,USD,ADP Nonfarm Employment Change  (Apr),296K
2023/05/03,USD,S&P Global Services PMI  (Apr),53.6
2023/05/03,USD,ISM Non-Manufacturing PMI  (Apr),51.9
2023/05/03,USD,ISM Non-Manufacturing Prices  (Apr),59.6
2023/05/03,USD,Crude Oil Inventories,-1.280M
2023/05/04,USD,FOMC Statement,
2023/05/04,USD,Fed Interest Rate Decision,5.25%
2023/05/04,USD,FOMC Press Conference,
2023/05/04,EUR,Deposit Facility Rate  (May),3.25%
2023/05/04,EUR,ECB Interest Rate Decision  (May),3.75%
2023/05/04,USD,Initial Jobless Claims,242K
2023/05/04,EUR,ECB Press Conference,
2023/05/05,USD,Average Hourly Earnings (MoM)  (Apr),0.5%
2023/05/05,USD,Nonfarm Payrolls  (Apr),253K
2023/05/05,USD,Unemployment Rate  (Apr),3.4%
2023/05/10,USD,Core CPI (MoM)  (Apr),0.4%
2023/05/10,USD,CPI (MoM)  (Apr),0.4%
2023/05/10,USD,CPI (YoY)  (Apr),4.9%
2023/05/10,USD,Crude Oil Inventories,2.951M
2023/05/11,GBP,BoE Interest Rate Decision  (May),4.50%
2023/05/11,USD,Initial Jobless Claims,264K
2023/05/11,USD,PPI (MoM)  (Apr),0.2%
2023/05/12,GBP,GDP (YoY)  (Q1),0.2%
2023/05/12,GBP,GDP (MoM)  (Mar),-0.3%
2023/05/12,GBP,GDP (QoQ)  (Q1),0.1%
2023/05/16,USD,Core Retail Sales (MoM)  (Apr),0.4%
2023/05/16,USD,Retail Sales (MoM)  (Apr),0.4%
2023/05/17,JPY,GDP (QoQ)  (Q1),0.4%
2023/05/17,EUR,CPI (YoY)  (Apr),7.0%
2023/05/17,USD,Crude Oil Inventories,5.040M
2023/05/18,USD,Initial Jobless Claims,242K
2023/05/18,USD,Philadelphia Fed Manufacturing Index  (May),-10.4
2023/05/18,USD,Existing Home Sales  (Apr),4.28M
2023/05/19,USD,Fed Chair Powell Speaks,
2023/05/23,USD,S&P Global Manufacturing PMI  (May),48.5
2023/05/23,USD,S&P Global Services PMI  (May),55.1
2023/05/23,USD,New Home Sales  (Apr),683K
2023/05/23,USD,Fed Chair Powell Speaks,
2023/05/24,GBP,CPI (YoY)  (Apr),8.7%
2023/05/24,USD,Crude Oil Inventories,-12.456M
2023/05/25,USD,FOMC Meeting Minutes,
2023/05/25,USD,GDP (QoQ)  (Q1),1.3%
2023/05/25,USD,Initial Jobless Claims,229K
2023/05/26,USD,Core PCE Price Index (YoY)  (Apr),4.7%
2023/05/26,USD,Core PCE Price Index (MoM)  (Apr),0.4%
2023/05/26,USD,Durable Goods Orders (MoM)  (Apr),1.1%
2023/05/31,CNY,Manufacturing PMI  (May),48.8
2023/05/31,USD,Chicago PMI  (May),40.4
2023/05/31,USD,JOLTS Job Openings  (Apr),10.103M
2023/06/01,EUR,CPI (YoY)  (May),6.1%
2023/06/01,USD,ADP Nonfarm Employment Change  (May),278K
2023/06/01,USD,Initial Jobless Claims,232K
2023/06/01,USD,S&P Global Manufacturing PMI  (May),48.4
2023/06/01,USD,ISM Manufacturing PMI  (May),46.9
2023/06/01,USD,ISM Manufacturing Prices  (May),44.2
2023/06/01,USD,Crude Oil Inventories,4.488M
2023/06/02,USD,Average Hourly Earnings (MoM)  (May),0.3%
2023/06/02,USD,Nonfarm Payrolls  (May),339K
2023/06/02,USD,Unemployment Rate  (May),3.7%
2023/06/05,USD,S&P Global Services PMI  (May),54.9
2023/06/05,USD,ISM Non-Manufacturing PMI  (May),50.3
2023/06/05,USD,ISM Non-Manufacturing Prices  (May),56.2
2023/06/07,USD,Crude Oil Inventories,-0.451M
2023/06/08,JPY,GDP (QoQ)  (Q1),0.7%
2023/06/08,USD,Initial Jobless Claims,261K
2023/06/13,USD,Core CPI (MoM)  (May),0.4%
2023/06/13,USD,CPI (YoY)  (May),4.0%
2023/06/13,USD,CPI (MoM)  (May),0.1%
2023/06/14,GBP,GDP (MoM)  (Apr),0.2%
2023/06/14,USD,PPI (MoM)  (May),-0.3%
2023/06/14,USD,Crude Oil Inventories,7.919M
2023/06/15,USD,FOMC Economic Projections,
2023/06/15,USD,FOMC Statement,
2023/06/15,USD,Fed Interest Rate Decision,5.25%
2023/06/15,USD,FOMC Press Conference,
2023/06/15,EUR,Deposit Facility Rate  (Jun),3.50%
2023/06/15,EUR,ECB Interest Rate Decision  (Jun),4.00%
2023/06/15,USD,Core Retail Sales (MoM)  (May),0.1%
2023/06/15,USD,Initial Jobless Claims,262K
2023/06/15,USD,Philadelphia Fed Manufacturing Index  (Jun),-13.7
2023/06/15,USD,Retail Sales (MoM)  (May),0.3%
2023/06/15,EUR,ECB Press Conference,
2023/06/16,JPY,BoJ Interest Rate Decision,-0.10%
2023/06/16,EUR,CPI (YoY)  (May),6.1%
2023/06/16,USD,Fed Monetary Policy Report,
2023/06/21,GBP,CPI (YoY)  (May),8.7%
2023/06/21,USD,Fed Chair Powell Testifies,
2023/06/22,GBP,BoE Interest Rate Decision  (Jun),5.00%
2023/06/22,USD,Initial Jobless Claims,264K
2023/06/22,USD,Existing Home Sales  (May),4.30M
2023/06/22,USD,Fed Chair Powell Testifies,
2023/06/22,USD,Crude Oil Inventories,-3.831M
2023/06/23,USD,S&P Global Manufacturing PMI  (Jun),46.3
2023/06/23,USD,S&P Global Services PMI  (Jun),54.1
2023/06/27,USD,Durable Goods Orders (MoM)  (May),1.7%
2023/06/27,USD,New Home Sales  (May),763K
2023/06/28,USD,Fed Chair Powell Speaks,
2023/06/28,USD,Crude Oil Inventories,-9.603M
2023/06/29,USD,Fed Chair Powell Speaks,
2023/06/29,USD,GDP (QoQ)  (Q1),2.0%
2023/06/29,USD,Initial Jobless Claims,239K
2023/06/30,CNY,Manufacturing PMI  (Jun),49.0
2023/06/30,GBP,GDP (QoQ)  (Q1),0.1%
2023/06/30,GBP,GDP (YoY)  (Q1),0.2%
2023/06/30,EUR,CPI (YoY)  (Jun),5.5%
2023/06/30,USD,Core PCE Price Index (YoY)  (May),4.6%
2023/06/30,USD,Core PCE Price Index (MoM)  (May),0.3%
2023/06/30,USD,Chicago PMI  (Jun),41.5
2023/07/03,USD,S&P Global Manufacturing PMI  (Jun),46.3
2023/07/03,USD,ISM Manufacturing PMI  (Jun),46.0
2023/07/03,USD,ISM Manufacturing Prices  (Jun),41.8
2023/07/06,USD,FOMC Meeting Minutes,
2023/07/06,USD,ADP Nonfarm Employment Change  (Jun),497K
2023/07/06,USD,Initial Jobless Claims,248K
2023/07/06,USD,S&P Global Services PMI  (Jun),54.4
2023/07/06,USD,ISM Non-Manufacturing PMI  (Jun),53.9
2023/07/06,USD,ISM Non-Manufacturing Prices  (Jun),54.1
2023/07/06,USD,JOLTS Job Openings  (May),9.824M
2023/07/06,USD,Crude Oil Inventories,-1.508M
2023/07/07,USD,Average Hourly Earnings (MoM)  (Jun),0.4%
2023/07/07,USD,Nonfarm Payrolls  (Jun),209K
2023/07/07,USD,Unemployment Rate  (Jun),3.6%
2023/07/12,USD,Core CPI (MoM)  (Jun),0.2%
2023/07/12,USD,CPI (YoY)  (Jun),3.0%
2023/07/12,USD,CPI (MoM)  (Jun),0.2%
2023/07/12,USD,Crude Oil Inventories,5.946M
2023/07/13,GBP,GDP (MoM)  (May),-0.1%
2023/07/13,USD,Initial Jobless Claims,237K
2023/07/13,USD,PPI (MoM)  (Jun),0.1%
2023/07/17,CNY,GDP (YoY)  (Q2),6.3%
2023/07/18,USD,Core Retail Sales (MoM)  (Jun),0.2%
2023/07/18,USD,Retail Sales (MoM)  (Jun),0.2%
2023/07/19,GBP,CPI (YoY)  (Jun),7.9%
2023/07/19,EUR,CPI (YoY)  (Jun),5.5%
2023/07/19,USD,Crude Oil Inventories,-0.708M
2023/07/20,USD,Initial Jobless Claims,228K
2023/07/20,USD,Philadelphia Fed Manufacturing Index  (Jul),-13.5
2023/07/20,USD,Existing Home Sales  (Jun),4.16M
2023/07/24,USD,S&P Global Manufacturing PMI  (Jul),49.0
2023/07/24,USD,S&P Global Services PMI  (Jul),52.4
2023/07/26,USD,New Home Sales  (Jun),697K
2023/07/26,USD,Crude Oil Inventories,-0.600M
2023/07/27,USD,FOMC Statement,
2023/07/27,USD,Fed Interest Rate Decision,5.50%
2023/07/27,USD,FOMC Press Conference,
2023/07/27,EUR,Deposit Facility Rate  (Jul),3.75%
2023/07/27,EUR,ECB Interest Rate Decision  (Jul),4.25%
2023/07/27,USD,Durable Goods Orders (MoM)  (Jun),4.7%
2023/07/27,USD,GDP (QoQ)  (Q2),2.4%
2023/07/27,USD,Initial Jobless Claims,221K
2023/07/27,EUR,ECB Press Conference,
2023/07/28,JPY,BoJ Interest Rate Decision,-0.10%
2023/07/28,USD,Core PCE Price Index (MoM)  (Jun),0.2%
2023/07/28,USD,Core PCE Price Index (YoY)  (Jun),4.1%
2023/07/31,CNY,Manufacturing PMI  (Jul),49.3
2023/07/31,EUR,CPI (YoY)  (Jul),5.3%
2023/07/31,USD,Chicago PMI  (Jul),42.8
2023/08/01,USD,S&P Global Manufacturing PMI  (Jul),49.0
2023/08/01,USD,ISM Manufacturing PMI  (Jul),46.4
2023/08/01,USD,ISM Manufacturing Prices  (Jul),42.6
2023/08/01,USD,JOLTS Job Openings  (Jun),9.582M
2023/08/02,USD,ADP Nonfarm Employment Change  (Jul),324K
2023/08/02,USD,Crude Oil Inventories,-17.049M
2023/08/03,GBP,BoE Interest Rate Decision  (Aug),5.25%
2023/08/03,USD,Initial Jobless Claims,227K
2023/08/03,USD,S&P Global Services PMI  (Jul),52.3
2023/08/03,USD,ISM Non-Manufacturing PMI  (Jul),52.7
2023/08/03,USD,ISM Non-Manufacturing Prices  (Jul),56.8
2023/08/04,USD,Average Hourly Earnings (MoM)  (Jul),0.4%
2023/08/04,USD,Nonfarm Payrolls  (Jul),187K
2023/08/04,USD,Unemployment Rate  (Jul),3.5%
2023/08/09,USD,Crude Oil Inventories,5.851M
2023/08/10,USD,Core CPI (MoM)  (Jul),0.2%
2023/08/10,USD,CPI (MoM)  (Jul),0.2%
2023/08/10,USD,CPI (YoY)  (Jul),3.2%
2023/08/10,USD,Initial Jobless Claims,248K
2023/08/11,GBP,GDP (MoM)  (Jun),0.5%
2023/08/11,GBP,GDP (YoY)  (Q2),0.4%
2023/08/11,GBP,GDP (QoQ)  (Q2),0.2%
2023/08/11,USD,PPI (MoM)  (Jul),0.3%
2023/08/15,JPY,GDP (QoQ)  (Q2),1.5%
2023/08/15,USD,Core Retail Sales (MoM)  (Jul),1.0%
2023/08/15,USD,Retail Sales (MoM)  (Jul),0.7%
2023/08/16,GBP,CPI (YoY)  (Jul),6.8%
2023/08/16,USD,Crude Oil Inventories,-5.960M
2023/08/17,USD,FOMC Meeting Minutes,
2023/08/17,USD,Initial Jobless Claims,239K
2023/08/17,USD,Philadelphia Fed Manufacturing Index  (Aug),12.0
2023/08/18,EUR,CPI (YoY)  (Jul),5.3%
2023/08/22,USD,Existing Home Sales  (Jul),4.07M
2023/08/23,USD,S&P Global Manufacturing PMI  (Aug),47.0
2023/08/23,USD,S&P Global Services PMI  (Aug),51.0
2023/08/23,USD,New Home Sales  (Jul),714K
2023/08/23,USD,Crude Oil Inventories,-6.135M
2023/08/24,USD,Durable Goods Orders (MoM)  (Jul),-5.2%
2023/08/24,USD,Initial Jobless Claims,230K
2023/08/25,USD,Fed Chair Powell Speaks,
2023/08/29,USD,JOLTS Job Openings  (Jul),8.827M
2023/08/30,USD,ADP Nonfarm Employment Change  (Aug),177K
2023/08/30,USD,GDP (QoQ)  (Q2),2.1%
2023/08/30,USD,Crude Oil Inventories,-10.584M
2023/08/31,CNY,Manufacturing PMI  (Aug),49.7
2023/08/31,EUR,CPI (YoY)  (Aug),5.3%
2023/08/31,USD,Core PCE Price Index (YoY)  (Jul),4.2%
2023/08/31,USD,Core PCE Price Index (MoM)  (Jul),0.2%
2023/08/31,USD,Initial Jobless Claims,228K
2023/08/31,USD,Chicago PMI  (Aug),48.7
2023/09/01,USD,Average Hourly Earnings (MoM)  (Aug),0.2%
2023/09/01,USD,Nonfarm Payrolls  (Aug),187K
2023/09/01,USD,Unemployment Rate  (Aug),3.8%
2023/09/01,USD,S&P Global Manufacturing PMI  (Aug),47.9
2023/09/01,USD,ISM Manufacturing PMI  (Aug),47.6
2023/09/01,USD,ISM Manufacturing Prices  (Aug),48.4
2023/09/06,USD,S&P Global Services PMI  (Aug),50.5
2023/09/06,USD,ISM Non-Manufacturing PMI  (Aug),54.5
2023/09/06,USD,ISM Non-Manufacturing Prices  (Aug),58.9
2023/09/07,USD,Initial Jobless Claims,216K
2023/09/07,USD,Crude Oil Inventories,-6.307M
2023/09/08,JPY,GDP (QoQ)  (Q2),1.2%
2023/09/13,GBP,GDP (MoM)  (Jul),-0.5%
2023/09/13,USD,Core CPI (MoM)  (Aug),0.3%
2023/09/13,USD,CPI (YoY)  (Aug),3.7%
2023/09/13,USD,CPI (MoM)  (Aug),0.6%
2023/09/13,USD,Crude Oil Inventories,3.954M
2023/09/14,EUR,Deposit Facility Rate  (Sep),4.00%
2023/09/14,EUR,ECB Interest Rate Decision  (Sep),4.50%
2023/09/14,USD,Core Retail Sales (MoM)  (Aug),0.6%
2023/09/14,USD,Initial Jobless Claims,220K
2023/09/14,USD,PPI (MoM)  (Aug),0.7%
2023/09/14,USD,Retail Sales (MoM)  (Aug),0.6%
2023/09/14,EUR,ECB Press Conference,
2023/09/19,EUR,CPI (YoY)  (Aug),5.2%
2023/09/20,GBP,CPI (YoY)  (Aug),6.7%
2023/09/20,USD,Crude Oil Inventories,-2.135M
2023/09/21,USD,FOMC Economic Projections,
2023/09/21,USD,FOMC Statement,
2023/09/21,USD,Fed Interest Rate Decision,5.50%
2023/09/21,USD,FOMC Press Conference,
2023/09/21,GBP,BoE Interest Rate Decision  (Sep),5.25%
2023/09/21,USD,Initial Jobless Claims,201K
2023/09/21,USD,Philadelphia Fed Manufacturing Index  (Sep),-13.5
2023/09/21,USD,Existing Home Sales  (Aug),4.04M
2023/09/22,JPY,BoJ Interest Rate Decision,-0.10%
2023/09/22,USD,S&P Global Manufacturing PMI  (Sep),48.9
2023/09/22,USD,S&P Global Services PMI  (Sep),50.2
2023/09/26,USD,New Home Sales  (Aug),675K
2023/09/27,USD,Durable Goods Orders (MoM)  (Aug),0.2%
2023/09/27,USD,Crude Oil Inventories,-2.170M
2023/09/28,USD,GDP (QoQ)  (Q2),2.1%
2023/09/28,USD,Initial Jobless Claims,204K
2023/09/29,USD,Fed Chair Powell Speaks,
2023/09/29,GBP,GDP (YoY)  (Q2),0.6%
2023/09/29,GBP,GDP (QoQ)  (Q2),0.2%
2023/09/29,EUR,CPI (YoY)  (Sep),4.3%
2023/09/29,USD,Core PCE Price Index (MoM)  (Aug),0.1%
2023/09/29,USD,Core PCE Price Index (YoY)  (Aug),3.9%
2023/09/29,USD,Chicago PMI  (Sep),44.1
2023/09/30,CNY,Manufacturing PMI,50.2
2023/10/02,USD,S&P Global Manufacturing PMI  (Sep),49.8
2023/10/02,USD,ISM Manufacturing PMI  (Sep),49.0
2023/10/02,USD,ISM Manufacturing Prices  (Sep),43.8
2023/10/02,USD,Fed Chair Powell Speaks,
2023/10/03,USD,JOLTS Job Openings  (Aug),9.610M
2023/10/04,USD,ADP Nonfarm Employment Change  (Sep),89K
2023/10/04,USD,S&P Global Services PMI  (Sep),50.1
2023/10/04,USD,ISM Non-Manufacturing PMI  (Sep),53.6
2023/10/04,USD,ISM Non-Manufacturing Prices  (Sep),58.9
2023/10/04,USD,Crude Oil Inventories,-2.224M
2023/10/05,USD,Initial Jobless Claims,207K
2023/10/06,USD,Average Hourly Earnings (MoM)  (Sep),0.2%
2023/10/06,USD,Nonfarm Payrolls  (Sep),336K
2023/10/06,USD,Unemployment Rate  (Sep),3.8%
2023/10/11,USD,PPI (MoM)  (Sep),0.5%
2023/10/12,USD,FOMC Meeting Minutes,
2023/10/12,GBP,GDP (MoM)  (Aug),0.2%
2023/10/12,USD,Core CPI (MoM)  (Sep),0.3%
2023/10/12,USD,CPI (MoM)  (Sep),0.4%
2023/10/12,USD,CPI (YoY)  (Sep),3.7%
2023/10/12,USD,Initial Jobless Claims,209K
2023/10/12,USD,Crude Oil Inventories,10.176M
2023/10/17,USD,Core Retail Sales (MoM)  (Sep),0.6%
2023/10/17,USD,Retail Sales (MoM)  (Sep),0.7%
2023/10/18,CNY,GDP (YoY)  (Q3),4.9%
2023/10/18,GBP,CPI (YoY)  (Sep),6.7%
2023/10/18,EUR,CPI (YoY)  (Sep),4.3%
2023/10/18,USD,Crude Oil Inventories,-4.491M
2023/10/19,USD,Initial Jobless Claims,198K
2023/10/19,USD,Philadelphia Fed Manufacturing Index  (Oct),-9.0
2023/10/19,USD,Existing Home Sales  (Sep),3.96M
2023/10/19,USD,Fed Chair Powell Speaks,
2023/10/24,USD,S&P Global Manufacturing PMI  (Oct),50.0
2023/10/24,USD,S&P Global Services PMI  (Oct),50.9
2023/10/25,USD,New Home Sales  (Sep),759K
2023/10/25,USD,Crude Oil Inventories,1.371M
2023/10/26,USD,Fed Chair Powell Speaks,
2023/10/26,EUR,Deposit Facility Rate  (Oct),4.00%
2023/10/26,EUR,ECB Interest Rate Decision  (Oct),4.50%
2023/10/26,USD,Durable Goods Orders (MoM)  (Sep),4.7%
2023/10/26,USD,GDP (QoQ)  (Q3),4.9%
2023/10/26,USD,Initial Jobless Claims,210K
2023/10/26,EUR,ECB Press Conference,
2023/10/27,USD,Core PCE Price Index (YoY)  (Sep),3.7%
2023/10/27,USD,Core PCE Price Index (MoM)  (Sep),0.3%
2023/10/31,CNY,Manufacturing PMI  (Oct),49.5
2023/10/31,JPY,BoJ Interest Rate Decision,-0.10%
2023/10/31,EUR,CPI (YoY)  (Oct),2.9%
2023/10/31,USD,Chicago PMI  (Oct),44.0
2023/11/01,USD,ADP Nonfarm Employment Change  (Oct),113K
2023/11/01,USD,S&P Global Manufacturing PMI  (Oct),50.0
2023/11/01,USD,ISM Manufacturing PMI  (Oct),46.7
2023/11/01,USD,ISM Manufacturing Prices  (Oct),45.1
2023/11/01,USD,JOLTS Job Openings  (Sep),9.553M
2023/11/01,USD,Crude Oil Inventories,0.774M
2023/11/02,USD,FOMC Statement,
2023/11/02,USD,Fed Interest Rate Decision,5.50%
2023/11/02,USD,FOMC Press Conference,
2023/11/02,GBP,BoE Interest Rate Decision  (Nov),5.25%
2023/11/02,USD,Initial Jobless Claims,217K
2023/11/03,USD,Average Hourly Earnings (MoM)  (Oct),0.2%
2023/11/03,USD,Nonfarm Payrolls  (Oct),150K
2023/11/03,USD,Unemployment Rate  (Oct),3.9%
2023/11/03,USD,S&P Global Services PMI  (Oct),50.6
2023/11/03,USD,ISM Non-Manufacturing PMI  (Oct),51.8
2023/11/03,USD,ISM Non-Manufacturing Prices  (Oct),58.6
2023/11/08,USD,Fed Chair Powell Speaks,
2023/11/09,USD,Initial Jobless Claims,217K
2023/11/10,USD,Fed Chair Powell Speaks,
2023/11/10,GBP,GDP (MoM)  (Sep),0.2%
2023/11/10,GBP,GDP (YoY)  (Q3),0.6%
2023/11/10,GBP,GDP (QoQ)  (Q3),0.0%
2023/11/14,USD,Core CPI (MoM)  (Oct),0.2%
2023/11/14,USD,CPI (MoM)  (Oct),0.0%
2023/11/14,USD,CPI (YoY)  (Oct),3.2%
2023/11/15,JPY,GDP (QoQ)  (Q3),-0.5%
2023/11/15,GBP,CPI (YoY)  (Oct),4.6%
2023/11/15,USD,Core Retail Sales (MoM)  (Oct),0.1%
2023/11/15,USD,PPI (MoM)  (Oct),-0.5%
2023/11/15,USD,Retail Sales (MoM)  (Oct),-0.1%
2023/11/15,USD,Crude Oil Inventories,13.869M
2023/11/15,USD,Crude Oil Inventories,3.600M
2023/11/16,USD,Initial Jobless Claims,231K
2023/11/16,USD,Philadelphia Fed Manufacturing Index  (Nov),-5.9
2023/11/17,EUR,CPI (YoY)  (Oct),2.9%
2023/11/21,USD,Existing Home Sales  (Oct),3.79M
2023/11/22,USD,FOMC Meeting Minutes,
2023/11/22,GBP,Autumn Forecast Statement,
2023/11/22,USD,Durable Goods Orders (MoM)  (Oct),-5.4%
2023/11/22,USD,Initial Jobless Claims,209K
2023/11/22,USD,Crude Oil Inventories,8.701M
2023/11/24,USD,S&P Global Manufacturing PMI  (Nov),49.4
2023/11/24,USD,S&P Global Services PMI  (Nov),50.8
2023/11/27,USD,New Home Sales  (Oct),679K
2023/11/29,USD,GDP (QoQ)  (Q3),5.2%
2023/11/29,USD,Crude Oil Inventories,1.609M
2023/11/30,CNY,Manufacturing PMI  (Nov),49.4
2023/11/30,EUR,CPI (YoY)  (Nov),2.4%
2023/11/30,USD,Core PCE Price Index (MoM)  (Oct),0.2%
2023/11/30,USD,Core PCE Price Index (YoY)  (Oct),3.5%
2023/11/30,USD,Initial Jobless Claims,218K
2023/11/30,USD,Chicago PMI  (Nov),55.8
2023/12/01,USD,S&P Global Manufacturing PMI  (Nov),49.4
2023/12/01,USD,ISM Manufacturing PMI  (Nov),46.7
2023/12/01,USD,ISM Manufacturing Prices  (Nov),49.9
2023/12/01,USD,Fed Chair Powell Speaks,
2023/12/02,USD,Fed Chair Powell Speaks,
2023/12/05,USD,S&P Global Services PMI  (Nov),50.8
2023/12/05,USD,ISM Non-Manufacturing PMI  (Nov),52.7
2023/12/05,USD,ISM Non-Manufacturing Prices  (Nov),58.3
2023/12/05,USD,JOLTS Job Openings  (Oct),8.733M
2023/12/06,USD,ADP Nonfarm Employment Change  (Nov),103K
2023/12/06,USD,Crude Oil Inventories,-4.632M
2023/12/07,USD,Initial Jobless Claims,220K
2023/12/08,JPY,GDP (QoQ)  (Q3),-0.7%
2023/12/08,USD,Average Hourly Earnings (MoM)  (Nov),0.4%
2023/12/08,USD,Nonfarm Payrolls  (Nov),199K
2023/12/08,USD,Unemployment Rate  (Nov),3.7%
2023/12/12,USD,Core CPI (MoM)  (Nov),0.3%
2023/12/12,USD,CPI (MoM)  (Nov),0.1%
2023/12/12,USD,CPI (YoY)  (Nov),3.1%
2023/12/13,GBP,GDP (MoM)  (Oct),-0.3%
2023/12/13,USD,PPI (MoM)  (Nov),0.0%
2023/12/13,USD,Crude Oil Inventories,-4.259M
2023/12/14,USD,FOMC Economic Projections,
2023/12/14,USD,FOMC Statement,
2023/12/14,USD,Fed Interest Rate Decision,5.50%
2023/12/14,USD,FOMC Press Conference,
2023/12/14,GBP,BoE Interest Rate Decision  (Dec),5.25%
2023/12/14,EUR,Deposit Facility Rate  (Dec),4.00%
2023/12/14,EUR,ECB Interest Rate Decision  (Dec),4.50%
2023/12/14,USD,Core Retail Sales (MoM)  (Nov),0.2%
2023/12/14,USD,Initial Jobless Claims,202K
2023/12/14,USD,Retail Sales (MoM)  (Nov),0.3%
2023/12/14,EUR,ECB Press Conference,
2023/12/15,USD,S&P Global Manufacturing PMI  (Dec),48.2
2023/12/15,USD,S&P Global Services PMI  (Dec),51.3
2023/12/19,JPY,BoJ Interest Rate Decision,-0.10%
2023/12/19,EUR,CPI (YoY)  (Nov),2.4%
2023/12/20,GBP,CPI (YoY)  (Nov),3.9%
2023/12/20,USD,Existing Home Sales  (Nov),3.82M
2023/12/20,USD,Crude Oil Inventories,2.909M
2023/12/21,USD,GDP (QoQ)  (Q3),4.9%
2023/12/21,USD,Initial Jobless Claims,205K
2023/12/21,USD,Philadelphia Fed Manufacturing Index  (Dec),-10.5
2023/12/22,GBP,GDP (QoQ)  (Q3),-0.1%
2023/12/22,GBP,GDP (YoY)  (Q3),0.3%
2023/12/22,USD,Core PCE Price Index (YoY)  (Nov),3.2%
2023/12/22,USD,Core PCE Price Index (MoM)  (Nov),0.1%
