Tanggal,Mata Uang,Event,Aktual
2024/01/04,EUR,German CPI (YoY)  (Dec),3.7%
2024/01/04,EUR,German CPI (MoM)  (Dec),0.1%
2024/01/04,USD,ADP Nonfarm Employment Change  (Dec),164K
2024/01/04,USD,Continuing Jobless Claims,"1,855K"
2024/01/04,USD,Initial Jobless Claims,202K
2024/01/04,USD,Crude Oil Inventories,-5.503M
2024/01/04,USD,Cushing Crude Oil Inventories,0.706M
2024/01/05,USD,Fed's Balance Sheet,"7,681B"
2024/01/05,GBP,Halifax House Price Index (MoM)  (Dec),1.1%
2024/01/05,GBP,Halifax House Price Index (YoY)  (Dec),1.7%
2024/01/05,EUR,German Retail Sales (MoM)  (Nov),-2.5%
2024/01/05,USD,Average Hourly Earnings (MoM)  (Dec),0.4%
2024/01/05,USD,Average Hourly Earnings (YoY) (YoY)  (Dec),4.1%
2024/01/05,USD,Nonfarm Payrolls  (Dec),216K
2024/01/05,USD,Participation Rate  (Dec),62.5%
2024/01/05,USD,Private Nonfarm Payrolls  (Dec),164K
2024/01/05,USD,U6 Unemployment Rate  (Dec),7.1%
2024/01/05,USD,Unemployment Rate  (Dec),3.7%
2024/01/05,USD,Factory Orders (MoM)  (Nov),2.6%
2024/01/05,USD,ISM Non-Manufacturing Employment  (Dec),43.3
2024/01/05,USD,ISM Non-Manufacturing PMI  (Dec),50.6
2024/01/05,USD,ISM Non-Manufacturing Prices  (Dec),57.4
2024/01/06,USD,U.S. Baker Hughes Oil Rig Count,501
2024/01/06,USD,U.S. Baker Hughes Total Rig Count,621
2024/01/06,GBP,CFTC GBP speculative net positions,15.2K
2024/01/06,USD,CFTC Crude Oil speculative net positions,163.7K
2024/01/06,USD,CFTC Gold speculative net positions,207.6K
2024/01/06,USD,CFTC Nasdaq 100 speculative net positions,39.1K
2024/01/06,USD,CFTC S&P 500 speculative net positions,-214.1K
2024/01/06,JPY,CFTC JPY speculative net positions,-57.2K
2024/01/08,EUR,German Factory Orders (MoM)  (Nov),0.3%
2024/01/08,EUR,German Trade Balance  (Nov),20.4B
2024/01/08,GBP,Mortgage Rate (GBP)  (Dec),7.96%
2024/01/08,USD,NY Fed 1-Year Consumer Inflation Expectations,3.0%
2024/01/09,USD,FOMC Member Bostic Speaks,
2024/01/09,USD,Consumer Credit  (Nov),23.75B
2024/01/09,JPY,Household Spending (MoM)  (Nov),-1.0%
2024/01/09,JPY,Household Spending (YoY)  (Nov),-2.9%
2024/01/09,JPY,Tokyo Core CPI (YoY)  (Dec),2.1%
2024/01/09,GBP,BRC Retail Sales Monitor (YoY)  (Dec),1.9%
2024/01/09,EUR,German Industrial Production (MoM)  (Nov),-0.7%
2024/01/09,USD,Exports,253.70B
2024/01/09,USD,Imports,316.90B
2024/01/09,USD,Trade Balance  (Nov),-63.20B
2024/01/09,USD,Atlanta Fed GDPNow  (Q4),2.2%
2024/01/10,USD,EIA Short-Term Energy Outlook,
2024/01/10,USD,Fed Vice Chair for Supervision Barr Speaks,
2024/01/10,USD,3-Year Note Auction,4.105%
2024/01/10,USD,API Weekly Crude Oil Stock,-5.215M
2024/01/10,JPY,10-Year JGB Auction,0.596%
2024/01/10,EUR,German 10-Year Bund Auction,2.190%
2024/01/10,GBP,BoE Gov Bailey Speaks,
2024/01/10,USD,Crude Oil Inventories,1.338M
2024/01/10,USD,Cushing Crude Oil Inventories,-0.506M
2024/01/11,EUR,German Buba Balz Speaks,
2024/01/11,USD,10-Year Note Auction,4.024%
2024/01/11,USD,Atlanta Fed GDPNow  (Q4),2.2%
2024/01/11,USD,FOMC Member Williams Speaks,
2024/01/11,USD,Continuing Jobless Claims,"1,834K"
2024/01/11,USD,Core CPI (YoY)  (Dec),3.9%
2024/01/11,USD,Core CPI (MoM)  (Dec),0.3%
2024/01/11,USD,CPI (YoY)  (Dec),3.4%
2024/01/11,USD,CPI (MoM)  (Dec),0.3%
2024/01/11,USD,Initial Jobless Claims,202K
2024/01/12,USD,30-Year Bond Auction,4.229%
2024/01/12,USD,Federal Budget Balance  (Dec),-129.0B
2024/01/12,USD,Fed's Balance Sheet,"7,687B"
2024/01/12,JPY,Adjusted Current Account  (Nov),1.89T
2024/01/12,JPY,Current Account n.s.a.  (Nov),1.926T
2024/01/12,CNY,CPI (YoY)  (Dec),-0.3%
2024/01/12,CNY,CPI (MoM)  (Dec),0.1%
2024/01/12,CNY,PPI (YoY)  (Dec),-2.7%
2024/01/12,CNY,Exports (YoY)  (Dec),2.3%
2024/01/12,CNY,Imports (YoY)  (Dec),0.2%
2024/01/12,CNY,Trade Balance (USD)  (Dec),75.34B
2024/01/12,GBP,GDP (MoM)  (Nov),0.3%
2024/01/12,GBP,Industrial Production (MoM)  (Nov),0.3%
2024/01/12,GBP,Manufacturing Production (MoM)  (Nov),0.4%
2024/01/12,GBP,Monthly GDP 3M/3M Change  (Nov),-0.2%
2024/01/12,GBP,Trade Balance  (Nov),-14.19B
2024/01/12,GBP,Trade Balance Non-EU  (Nov),-2.84B
2024/01/12,CNY,New Loans  (Dec),"1,170.0B"
2024/01/12,GBP,NIESR Monthly GDP Tracker,0.0%
2024/01/12,USD,Core PPI (MoM)  (Dec),0.0%
2024/01/12,USD,PPI (MoM)  (Dec),-0.1%
2024/01/12,USD,FOMC Member Kashkari Speaks,
2024/01/13,USD,WASDE Report,
2024/01/13,USD,U.S. Baker Hughes Oil Rig Count,499
2024/01/13,USD,U.S. Baker Hughes Total Rig Count,619
2024/01/13,GBP,CFTC GBP speculative net positions,20.7K
2024/01/13,USD,CFTC Crude Oil speculative net positions,169.7K
2024/01/13,USD,CFTC Gold speculative net positions,188.6K
2024/01/13,USD,CFTC Nasdaq 100 speculative net positions,36.8K
2024/01/13,USD,CFTC S&P 500 speculative net positions,-117.0K
2024/01/13,JPY,CFTC JPY speculative net positions,-55.9K
2024/01/16,GBP,Average Earnings Index +Bonus  (Nov),6.5%
2024/01/16,GBP,Claimant Count Change  (Dec),11.7K
2024/01/16,GBP,Employment Change 3M/3M (MoM)  (Nov),73K
2024/01/16,GBP,Unemployment Rate  (Nov),4.2%
2024/01/16,EUR,German CPI (YoY)  (Dec),3.7%
2024/01/16,EUR,German CPI (MoM)  (Dec),0.1%
2024/01/16,EUR,German ZEW Current Conditions  (Jan),-77.3
2024/01/16,EUR,German ZEW Economic Sentiment  (Jan),15.2
2024/01/16,EUR,German Buba President Nagel Speaks,
2024/01/16,USD,NY Empire State Manufacturing Index  (Jan),-43.70
2024/01/16,GBP,BoE Gov Bailey Speaks,
2024/01/16,USD,Fed Waller Speaks,
2024/01/17,CNY,Fixed Asset Investment (YoY)  (Dec),3.0%
2024/01/17,CNY,GDP (QoQ)  (Q4),1.0%
2024/01/17,CNY,GDP (YoY)  (Q4),5.2%
2024/01/17,CNY,Chinese GDP YTD  (YoY)  (Q4),5.2%
2024/01/17,CNY,Industrial Production (YoY)  (Dec),6.8%
2024/01/17,CNY,Chinese Industrial Production YTD  (YoY)  (Dec),4.6%
2024/01/17,CNY,Chinese Unemployment Rate  (Dec),5.1%
2024/01/17,CNY,NBS Press Conference,
2024/01/17,GBP,CPI (YoY)  (Dec),4.0%
2024/01/17,GBP,CPI (MoM)  (Dec),0.4%
2024/01/17,GBP,CPIH (YoY),4.2%
2024/01/17,GBP,PPI Input (MoM)  (Dec),-1.2%
2024/01/17,USD,OPEC Monthly Report,
2024/01/17,USD,Core Retail Sales (MoM)  (Dec),0.4%
2024/01/17,USD,Export Price Index (MoM)  (Dec),-0.9%
2024/01/17,USD,Import Price Index (MoM)  (Dec),0.0%
2024/01/17,USD,Retail Control (MoM)  (Dec),0.8%
2024/01/17,USD,Retail Sales (MoM)  (Dec),0.6%
2024/01/17,USD,Fed Vice Chair for Supervision Barr Speaks,
2024/01/17,USD,FOMC Member Bowman Speaks,
2024/01/17,GBP,BoE Deputy Governor Woods Speaks,
2024/01/17,USD,Industrial Production (YoY)  (Dec),0.98%
2024/01/17,USD,Industrial Production (MoM)  (Dec),0.1%
2024/01/17,USD,Business Inventories (MoM)  (Nov),-0.1%
2024/01/17,USD,Retail Inventories Ex Auto  (Nov),-0.9%
2024/01/18,USD,20-Year Bond Auction,4.423%
2024/01/18,USD,Atlanta Fed GDPNow  (Q4),2.4%
2024/01/18,EUR,German Buba President Nagel Speaks,
2024/01/18,USD,Beige Book,
2024/01/18,USD,FOMC Member Williams Speaks,
2024/01/18,USD,API Weekly Crude Oil Stock,0.483M
2024/01/18,JPY,Industrial Production (MoM)  (Nov),-0.9%
2024/01/18,USD,IEA Monthly Report,
2024/01/18,GBP,BOE Credit Conditions Survey,
2024/01/18,USD,FOMC Member Bostic Speaks,
2024/01/18,USD,Building Permits  (Dec),1.495M
2024/01/18,USD,Continuing Jobless Claims,"1,806K"
2024/01/18,USD,Housing Starts  (Dec),1.460M
2024/01/18,USD,Housing Starts (MoM)  (Dec),-4.3%
2024/01/18,USD,Initial Jobless Claims,187K
2024/01/18,USD,Philadelphia Fed Manufacturing Index  (Jan),-10.6
2024/01/18,USD,Philly Fed Employment  (Jan),-1.8
2024/01/18,USD,Crude Oil Inventories,-2.492M
2024/01/18,USD,Cushing Crude Oil Inventories,-2.099M
2024/01/18,USD,Atlanta Fed GDPNow  (Q4),2.4%
2024/01/18,USD,FOMC Member Bostic Speaks,
2024/01/19,USD,FOMC Member Bostic Speaks,
2024/01/19,USD,10-Year TIPS Auction,1.810%
2024/01/19,USD,Fed's Balance Sheet,"7,674B"
2024/01/19,JPY,National Core CPI (YoY)  (Dec),2.3%
2024/01/19,JPY,National CPI (MoM),0.1%
2024/01/19,JPY,Tertiary Industry Activity Index (MoM),-0.7%
2024/01/19,GBP,Core Retail Sales (YoY)  (Dec),-2.1%
2024/01/19,GBP,Core Retail Sales (MoM)  (Dec),-3.3%
2024/01/19,GBP,Retail Sales (MoM)  (Dec),-3.2%
2024/01/19,GBP,Retail Sales (YoY)  (Dec),-2.4%
2024/01/19,EUR,German PPI (MoM)  (Dec),-1.2%
2024/01/19,USD,Existing Home Sales  (Dec),3.78M
2024/01/19,USD,Existing Home Sales (MoM)  (Dec),-1.0%
2024/01/19,USD,Michigan 1-Year Inflation Expectations  (Jan),2.9%
2024/01/19,USD,Michigan 5-Year Inflation Expectations  (Jan),2.8%
2024/01/19,USD,Michigan Consumer Expectations  (Jan),75.9
2024/01/19,USD,Michigan Consumer Sentiment  (Jan),78.8
2024/01/20,USD,Atlanta Fed GDPNow  (Q4),2.4%
2024/01/20,USD,U.S. Baker Hughes Oil Rig Count,497
2024/01/20,USD,Fed Vice Chair for Supervision Barr Speaks,
2024/01/20,USD,U.S. Baker Hughes Total Rig Count,620
2024/01/20,GBP,CFTC GBP speculative net positions,30.9K
2024/01/20,USD,CFTC Crude Oil speculative net positions,162.0K
2024/01/20,USD,CFTC Gold speculative net positions,179.9K
2024/01/20,USD,CFTC Nasdaq 100 speculative net positions,36.6K
2024/01/20,USD,CFTC S&P 500 speculative net positions,-169.2K
2024/01/20,JPY,CFTC JPY speculative net positions,-56.6K
2024/01/20,USD,TIC Net Long-Term Transactions  (Nov),126.1B
2024/01/20,USD,FOMC Member Daly Speaks,
2024/01/22,CNY,China Loan Prime Rate 5Y  (Jan),4.20%
2024/01/22,CNY,PBoC Loan Prime Rate,3.45%
2024/01/22,USD,US Leading Index (MoM)  (Dec),-0.1%
2024/01/23,JPY,BoJ Monetary Policy Statement,
2024/01/23,JPY,BoJ Outlook Report (YoY),
2024/01/23,JPY,BoJ Interest Rate Decision,-0.10%
2024/01/23,JPY,BoJ Core CPI (YoY),2.6%
2024/01/23,JPY,BoJ Press Conference,
2024/01/24,USD,2-Year Note Auction,4.365%
2024/01/24,USD,API Weekly Crude Oil Stock,-6.674M
2024/01/24,JPY,Adjusted Trade Balance,-0.41T
2024/01/24,JPY,Exports (YoY)  (Dec),9.8%
2024/01/24,JPY,Trade Balance  (Dec),62.1B
2024/01/24,EUR,German Buba Balz Speaks,
2024/01/24,CNY,PBoC Reserve Requirement Ratio,10.00%
2024/01/24,USD,Crude Oil Inventories,-9.233M
2024/01/24,USD,Cushing Crude Oil Inventories,-2.008M
2024/01/25,USD,5-Year Note Auction,4.055%
2024/01/25,EUR,German Business Expectations  (Jan),83.5
2024/01/25,EUR,German Current Assessment  (Jan),87.0
2024/01/25,EUR,German Ifo Business Climate Index  (Jan),85.2
2024/01/25,USD,Building Permits,1.493M
2024/01/25,USD,Continuing Jobless Claims,"1,833K"
2024/01/25,USD,Core Durable Goods Orders (MoM)  (Dec),0.6%
2024/01/25,USD,Core PCE Prices  (Q4),2.00%
2024/01/25,USD,Durable Goods Orders (MoM)  (Dec),0.0%
2024/01/25,USD,GDP (QoQ)  (Q4),3.3%
2024/01/25,USD,GDP Price Index (QoQ)  (Q4),1.5%
2024/01/25,USD,Goods Trade Balance  (Dec),-88.46B
2024/01/25,USD,Initial Jobless Claims,214K
2024/01/25,USD,Retail Inventories Ex Auto  (Dec),0.6%
2024/01/25,USD,New Home Sales (MoM)  (Dec),8.0%
2024/01/25,USD,New Home Sales  (Dec),664K
2024/01/26,USD,7-Year Note Auction,4.109%
2024/01/26,USD,Fed's Balance Sheet,"7,677B"
2024/01/26,JPY,Tokyo Core CPI (YoY)  (Jan),1.6%
2024/01/26,JPY,Monetary Policy Meeting Minutes,
2024/01/26,EUR,GfK German Consumer Climate  (Feb),-29.7
2024/01/26,EUR,German Buba Balz Speaks,
2024/01/26,USD,Core PCE Price Index (YoY)  (Dec),2.9%
2024/01/26,USD,Core PCE Price Index (MoM)  (Dec),0.2%
2024/01/26,USD,PCE price index (MoM)  (Dec),0.2%
2024/01/26,USD,PCE Price index (YoY)  (Dec),2.6%
2024/01/26,USD,Personal Spending (MoM)  (Dec),0.7%
2024/01/26,USD,Pending Home Sales (MoM)  (Dec),8.3%
2024/01/26,USD,Atlanta Fed GDPNow  (Q1),3.0%
2024/01/27,USD,U.S. Baker Hughes Oil Rig Count,499
2024/01/27,USD,U.S. Baker Hughes Total Rig Count,621
2024/01/27,GBP,CFTC GBP speculative net positions,31.4K
2024/01/27,USD,CFTC Crude Oil speculative net positions,184.0K
2024/01/27,USD,CFTC Gold speculative net positions,169.5K
2024/01/27,USD,CFTC Nasdaq 100 speculative net positions,33.0K
2024/01/27,USD,CFTC S&P 500 speculative net positions,-189.5K
2024/01/27,JPY,CFTC JPY speculative net positions,-70.6K
2024/01/30,EUR,German GDP (QoQ)  (Q4),-0.3%
2024/01/30,EUR,German GDP (YoY)  (Q4),-0.2%
2024/01/30,USD,S&P/CS HPI Composite - 20 n.s.a. (MoM)  (Nov),-0.2%
2024/01/30,USD,S&P/CS HPI Composite - 20 n.s.a. (YoY)  (Nov),5.4%
2024/01/30,USD,CB Consumer Confidence  (Jan),114.8
2024/01/30,USD,JOLTS Job Openings  (Dec),9.026M
2024/01/30,EUR,German Buba President Nagel Speaks,
2024/01/31,USD,API Weekly Crude Oil Stock,-2.500M
2024/01/31,JPY,Industrial Production (MoM)  (Dec),1.8%
2024/01/31,CNY,Chinese Composite PMI  (Jan),50.9
2024/01/31,CNY,Manufacturing PMI  (Jan),49.2
2024/01/31,CNY,Non-Manufacturing PMI  (Jan),50.7
2024/01/31,GBP,Nationwide HPI (MoM)  (Jan),0.7%
2024/01/31,GBP,Nationwide HPI (YoY)  (Jan),-0.2%
2024/01/31,EUR,German Retail Sales (MoM)  (Dec),-1.6%
2024/01/31,EUR,German Unemployment Change  (Jan),-2K
2024/01/31,EUR,German Unemployment Rate  (Jan),5.8%
2024/01/31,EUR,German 10-Year Bund Auction,2.230%
2024/01/31,EUR,German CPI (YoY)  (Jan),2.9%
2024/01/31,EUR,German CPI (MoM)  (Jan),0.2%
2024/01/31,USD,ADP Nonfarm Employment Change  (Jan),107K
2024/01/31,USD,Employment Cost Index (QoQ)  (Q4),0.9%
2024/01/31,USD,Chicago PMI  (Jan),46.0
2024/01/31,USD,Crude Oil Inventories,1.234M
2024/01/31,USD,Cushing Crude Oil Inventories,-1.972M
2024/02/01,USD,FOMC Statement,
2024/02/01,USD,Fed Interest Rate Decision,5.50%
2024/02/01,USD,FOMC Press Conference,
2024/02/01,JPY,10-Year JGB Auction,0.741%
2024/02/01,USD,OPEC Meeting,
2024/02/01,GBP,BoE MPC vote cut  (Feb),1
2024/02/01,GBP,BoE MPC vote hike  (Feb),2
2024/02/01,GBP,BoE MPC vote unchanged  (Feb),6
2024/02/01,GBP,BoE Interest Rate Decision  (Jan),5.25%
2024/02/01,GBP,BoE MPC Meeting Minutes,
2024/02/01,GBP,BoE Gov Bailey Speaks,
2024/02/01,USD,Continuing Jobless Claims,"1,898K"
2024/02/01,USD,Initial Jobless Claims,224K
2024/02/01,USD,Nonfarm Productivity (QoQ)  (Q4),3.2%
2024/02/01,USD,Unit Labor Costs (QoQ)  (Q4),0.5%
2024/02/01,USD,Construction Spending (MoM)  (Dec),0.9%
2024/02/01,USD,ISM Manufacturing Employment  (Jan),47.1
2024/02/01,USD,ISM Manufacturing PMI  (Jan),49.1
2024/02/01,USD,ISM Manufacturing Prices  (Jan),52.9
2024/02/02,USD,Atlanta Fed GDPNow  (Q1),4.2%
2024/02/02,USD,Fed's Balance Sheet,"7,630B"
2024/02/02,GBP,BoE MPC Member Pill Speaks,
2024/02/02,USD,Average Hourly Earnings (MoM)  (Jan),0.6%
2024/02/02,USD,Average Hourly Earnings (YoY) (YoY)  (Jan),4.5%
2024/02/02,USD,Nonfarm Payrolls  (Jan),353K
2024/02/02,USD,Participation Rate  (Jan),62.5%
2024/02/02,USD,"Payrolls Benchmark, n.s.a.",-187.00K
2024/02/02,USD,Private Nonfarm Payrolls  (Jan),317K
2024/02/02,USD,U6 Unemployment Rate  (Jan),7.2%
2024/02/02,USD,Unemployment Rate  (Jan),3.7%
2024/02/02,USD,Factory Orders (MoM)  (Dec),0.2%
2024/02/02,USD,Michigan 1-Year Inflation Expectations  (Jan),2.9%
2024/02/02,USD,Michigan 5-Year Inflation Expectations  (Jan),2.9%
2024/02/02,USD,Michigan Consumer Expectations  (Jan),77.1
2024/02/02,USD,Michigan Consumer Sentiment  (Jan),79.0
2024/02/03,USD,U.S. Baker Hughes Oil Rig Count,499
2024/02/03,USD,U.S. Baker Hughes Total Rig Count,619
2024/02/03,GBP,CFTC GBP speculative net positions,34.2K
2024/02/03,USD,CFTC Crude Oil speculative net positions,196.7K
2024/02/03,USD,CFTC Gold speculative net positions,147.8K
2024/02/03,USD,CFTC Nasdaq 100 speculative net positions,39.3K
2024/02/03,USD,CFTC S&P 500 speculative net positions,-226.0K
2024/02/03,JPY,CFTC JPY speculative net positions,-80.5K
2024/02/05,USD,Fed Chair Powell Speaks,
2024/02/05,EUR,German Trade Balance  (Dec),22.2B
2024/02/05,USD,FOMC Member Kashkari Speaks,
2024/02/05,USD,ISM Non-Manufacturing Employment  (Jan),50.5
2024/02/05,USD,ISM Non-Manufacturing PMI  (Jan),53.4
2024/02/05,USD,ISM Non-Manufacturing Prices  (Jan),64.0
2024/02/06,GBP,BoE MPC Member Pill Speaks,
2024/02/06,USD,FOMC Member Bostic Speaks,
2024/02/06,JPY,Household Spending (MoM)  (Dec),-0.9%
2024/02/06,JPY,Household Spending (YoY)  (Dec),-2.5%
2024/02/06,USD,FOMC Member Harker Speaks,
2024/02/06,GBP,BRC Retail Sales Monitor (YoY)  (Jan),1.4%
2024/02/06,EUR,German Factory Orders (MoM)  (Dec),8.9%
2024/02/07,USD,EIA Short-Term Energy Outlook,
2024/02/07,USD,FOMC Member Mester Speaks,
2024/02/07,USD,3-Year Note Auction,4.169%
2024/02/07,USD,FOMC Member Kashkari Speaks,
2024/02/07,USD,API Weekly Crude Oil Stock,0.674M
2024/02/07,GBP,Halifax House Price Index (YoY)  (Jan),2.5%
2024/02/07,GBP,Halifax House Price Index (MoM)  (Jan),1.3%
2024/02/07,EUR,German Industrial Production (MoM)  (Dec),-1.6%
2024/02/07,GBP,Mortgage Rate (GBP)  (Jan),7.96%
2024/02/07,EUR,German Buba Balz Speaks,
2024/02/07,USD,Exports  (Dec),258.20B
2024/02/07,USD,Imports  (Dec),320.40B
2024/02/07,USD,Trade Balance  (Dec),-62.20B
2024/02/07,GBP,BoE Deputy Governor Woods Speaks,
2024/02/07,USD,Crude Oil Inventories,5.520M
2024/02/07,USD,Cushing Crude Oil Inventories,-0.033M
2024/02/07,USD,Atlanta Fed GDPNow  (Q1),3.4%
2024/02/08,USD,10-Year Note Auction,4.093%
2024/02/08,USD,FOMC Member Bowman Speaks,
2024/02/08,USD,Consumer Credit  (Dec),1.56B
2024/02/08,JPY,Adjusted Current Account  (Dec),1.81T
2024/02/08,JPY,Current Account n.s.a.  (Dec),0.744T
2024/02/08,CNY,CPI (MoM)  (Jan),0.3%
2024/02/08,CNY,CPI (YoY)  (Jan),-0.8%
2024/02/08,CNY,PPI (YoY)  (Jan),-2.5%
2024/02/08,USD,Continuing Jobless Claims,"1,871K"
2024/02/08,USD,Initial Jobless Claims,218K
2024/02/08,GBP,BoE MPC Member Mann Speaks,
2024/02/09,USD,WASDE Report,
2024/02/09,USD,30-Year Bond Auction,4.360%
2024/02/09,USD,Atlanta Fed GDPNow  (Q1),3.4%
2024/02/09,USD,Fed's Balance Sheet,"7,631B"
2024/02/09,EUR,German CPI (MoM)  (Jan),0.2%
2024/02/09,EUR,German CPI (YoY)  (Jan),2.9%
2024/02/09,CNY,New Loans  (Jan),"4,920.0B"
2024/02/09,EUR,German Buba President Nagel Speaks,
2024/02/10,USD,U.S. Baker Hughes Oil Rig Count,499
2024/02/10,USD,U.S. Baker Hughes Total Rig Count,623
2024/02/10,GBP,CFTC GBP speculative net positions,34.5K
2024/02/10,USD,CFTC Crude Oil speculative net positions,161.8K
2024/02/10,USD,CFTC Gold speculative net positions,161.7K
2024/02/10,USD,CFTC Nasdaq 100 speculative net positions,32.9K
2024/02/10,USD,CFTC S&P 500 speculative net positions,-233.0K
2024/02/10,JPY,CFTC JPY speculative net positions,-84.2K
2024/02/12,USD,FOMC Member Bowman Speaks,
2024/02/12,USD,NY Fed 1-Year Consumer Inflation Expectations,3.0%
2024/02/13,GBP,BoE Gov Bailey Speaks,
2024/02/13,USD,FOMC Member Kashkari Speaks,
2024/02/13,USD,Federal Budget Balance  (Jan),-22.0B
2024/02/13,GBP,Average Earnings Index +Bonus  (Dec),5.8%
2024/02/13,GBP,Claimant Count Change  (Jan),14.1K
2024/02/13,GBP,Employment Change 3M/3M (MoM)  (Dec),72K
2024/02/13,GBP,Unemployment Rate  (Dec),3.8%
2024/02/13,EUR,German ZEW Current Conditions  (Feb),-81.7
2024/02/13,EUR,German ZEW Economic Sentiment  (Feb),19.9
2024/02/13,USD,OPEC Monthly Report,
2024/02/13,USD,Core CPI (MoM)  (Jan),0.4%
2024/02/13,USD,Core CPI (YoY)  (Jan),3.9%
2024/02/13,USD,CPI (YoY)  (Jan),3.1%
2024/02/13,USD,CPI (MoM)  (Jan),0.3%
2024/02/14,USD,API Weekly Crude Oil Stock,8.520M
2024/02/14,GBP,CPI (MoM)  (Jan),-0.6%
2024/02/14,GBP,CPI (YoY)  (Jan),4.0%
2024/02/14,GBP,CPIH (YoY),4.2%
2024/02/14,GBP,PPI Input (MoM)  (Jan),-0.8%
2024/02/14,GBP,BoE Gov Bailey Speaks,
2024/02/14,USD,Crude Oil Inventories,12.018M
2024/02/14,USD,Cushing Crude Oil Inventories,0.710M
2024/02/15,EUR,German Buba President Nagel Speaks,
2024/02/15,USD,Fed Vice Chair for Supervision Barr Speaks,
2024/02/15,JPY,GDP (YoY)  (Q4),-0.4%
2024/02/15,JPY,GDP (QoQ)  (Q4),-0.1%
2024/02/15,JPY,GDP Price Index (YoY)  (Q4),3.8%
2024/02/15,USD,FOMC Member Bostic Speaks,
2024/02/15,JPY,Industrial Production (MoM)  (Dec),1.4%
2024/02/15,GBP,Business Investment (QoQ)  (Q4),1.5%
2024/02/15,GBP,GDP (MoM)  (Dec),-0.1%
2024/02/15,GBP,GDP (YoY)  (Q4),-0.2%
2024/02/15,GBP,GDP (QoQ)  (Q4),-0.3%
2024/02/15,GBP,Industrial Production (MoM)  (Dec),0.6%
2024/02/15,GBP,Labour Productivity  (Q3),0.7%
2024/02/15,GBP,Manufacturing Production (MoM)  (Dec),0.8%
2024/02/15,GBP,Monthly GDP 3M/3M Change  (Dec),-0.3%
2024/02/15,GBP,Trade Balance  (Dec),-13.99B
2024/02/15,GBP,Trade Balance Non-EU  (Dec),-3.32B
2024/02/15,GBP,Labour Productivity  (Q4),-1.0%
2024/02/15,USD,IEA Monthly Report,
2024/02/15,GBP,NIESR Monthly GDP Tracker  (Jan),-0.1%
2024/02/15,USD,Continuing Jobless Claims,"1,895K"
2024/02/15,USD,Core Retail Sales (MoM)  (Jan),-0.6%
2024/02/15,USD,Export Price Index (MoM)  (Jan),0.8%
2024/02/15,USD,Import Price Index (MoM)  (Jan),0.8%
2024/02/15,USD,Initial Jobless Claims,212K
2024/02/15,USD,NY Empire State Manufacturing Index  (Feb),-2.40
2024/02/15,USD,Philadelphia Fed Manufacturing Index  (Feb),5.2
2024/02/15,USD,Philly Fed Employment  (Feb),-10.3
2024/02/15,USD,Retail Control (MoM)  (Jan),-0.4%
2024/02/15,USD,Retail Sales (MoM)  (Jan),-0.8%
2024/02/15,GBP,BoE MPC Member Mann Speaks,
2024/02/15,USD,Industrial Production (MoM)  (Jan),-0.1%
2024/02/15,USD,Industrial Production (YoY)  (Jan),0.03%
2024/02/15,USD,Business Inventories (MoM)  (Dec),0.4%
2024/02/15,USD,Retail Inventories Ex Auto  (Dec),0.4%
2024/02/16,USD,Atlanta Fed GDPNow  (Q1),2.9%
2024/02/16,EUR,German Buba President Nagel Speaks,
2024/02/16,USD,Fed Waller Speaks,
2024/02/16,USD,TIC Net Long-Term Transactions  (Dec),160.2B
2024/02/16,USD,Fed's Balance Sheet,"7,634B"
2024/02/16,USD,FOMC Member Bostic Speaks,
2024/02/16,JPY,Tertiary Industry Activity Index (MoM),0.7%
2024/02/16,GBP,Core Retail Sales (YoY)  (Jan),0.7%
2024/02/16,GBP,Core Retail Sales (MoM)  (Jan),3.2%
2024/02/16,GBP,Retail Sales (YoY)  (Jan),0.7%
2024/02/16,GBP,Retail Sales (MoM)  (Jan),3.4%
2024/02/16,USD,Building Permits  (Jan),1.470M
2024/02/16,USD,Core PPI (MoM)  (Jan),0.5%
2024/02/16,USD,Housing Starts  (Jan),1.331M
2024/02/16,USD,Housing Starts (MoM)  (Jan),-14.8%
2024/02/16,USD,PPI (MoM)  (Jan),0.3%
2024/02/16,USD,Fed Vice Chair for Supervision Barr Speaks,
2024/02/16,USD,Michigan 1-Year Inflation Expectations  (Feb),3.0%
2024/02/16,USD,Michigan 5-Year Inflation Expectations  (Feb),2.9%
2024/02/16,USD,Michigan Consumer Expectations  (Feb),78.4
2024/02/16,USD,Michigan Consumer Sentiment  (Feb),79.6
2024/02/16,USD,Atlanta Fed GDPNow  (Q1),2.9%
2024/02/17,USD,FOMC Member Daly Speaks,
2024/02/17,USD,U.S. Baker Hughes Oil Rig Count,497
2024/02/17,USD,U.S. Baker Hughes Total Rig Count,621
2024/02/17,GBP,BoE MPC Member Pill Speaks,
2024/02/17,GBP,CFTC GBP speculative net positions,50.5K
2024/02/17,USD,CFTC Crude Oil speculative net positions,171.0K
2024/02/17,USD,CFTC Gold speculative net positions,131.2K
2024/02/17,USD,CFTC Nasdaq 100 speculative net positions,32.1K
2024/02/17,USD,CFTC S&P 500 speculative net positions,-215.8K
2024/02/17,JPY,CFTC JPY speculative net positions,-111.5K
2024/02/19,EUR,German Buba Balz Speaks,
2024/02/20,CNY,China Loan Prime Rate 5Y  (Feb),3.95%
